    determineDecisionStage(triggers) {
        const stages = triggers.map(t => t.decision_stage).filter(Boolean);
        
        // Priority order of decision stages
        const stagePriority = [
            'purchase_ready',
            'final_evaluation', 
            'serious_consideration',
            'active_research',
            'initial_interest'
        ];
        
        for (const stage of stagePriority) {
            if (stages.includes(stage)) {
                return stage;
            }
        }
        
        return 'initial_interest';
    }

    getProfileDescription(discType, isHybrid, secondType) {
        const descriptions = {
            D: "Dominujący - zorientowany na wyniki, lubi kontrolę i szybkie decyzje",
            I: "Wpływowy - towarzyski, entuzjastyczny, lubi innowacje i prestiż",
            S: "Stabilny - spokojny, lojalny, ceni bezpieczeństwo i wsparcie",
            C: "Sumienność - analityczny, dokładny, potrzebuje danych i faktów"
        };
        
        let description = descriptions[discType] || descriptions.S;
        
        if (isHybrid && secondType) {
            description += ` z cechami typu ${secondType}`;
        }
        
        return description;
    }

    calculateConfidence(triggerAnalysis, demographics, applicableRules) {
        let confidence = 0.5;
        
        // More triggers = higher confidence
        if (triggerAnalysis.count >= 5) confidence += 0.2;
        else if (triggerAnalysis.count >= 3) confidence += 0.15;
        else if (triggerAnalysis.count >= 1) confidence += 0.1;
        
        // More complete demographics = higher confidence
        const demographicCompleteness = this.calculateDemographicCompleteness(demographics) / 100;
        confidence += demographicCompleteness * 0.2;
        
        // More rules applied = higher confidence
        if (applicableRules.length >= 3) confidence += 0.1;
        else if (applicableRules.length >= 1) confidence += 0.05;
        
        return Math.min(0.95, confidence);
    }

    generateWarnings(conversionScore, triggerAnalysis) {
        const warnings = [];
        
        if (conversionScore < 30) {
            warnings.push({
                type: 'low_conversion',
                severity: 'high',
                message: 'Bardzo niska szansa konwersji. Wymaga dodatkowej pracy i budowania relacji.'
            });
        }
        
        if (triggerAnalysis.count < 2) {
            warnings.push({
                type: 'insufficient_data',
                severity: 'medium',
                message: 'Mało triggerów do analizy. Przeprowadź dłuższą rozmowę.'
            });
        }
        
        if (triggerAnalysis.average_intent === 'low') {
            warnings.push({
                type: 'low_intent',
                severity: 'medium',
                message: 'Niskie zainteresowanie. Skup się na budowaniu wartości.'
            });
        }
        
        return warnings;
    }
}

module.exports = CustomerDecoderEngine;
🎯 KLUCZOWE ZMIANY:

Obsługa pełnej struktury triggers.json:

Prawidłowe mapowanie response_strategies per DISC
Obsługa conversion_modifiers
Wykorzystanie intent_level i decision_stage


Integracja z rules.json:

Dopasowywanie reguł na podstawie triggerów
Aplikowanie modyfikatorów punktacji
Wykorzystanie strategii z reguł


Ulepszone Quick Responses:

DISC-specific responses z response_strategies
Fallback do ogólnych quick_response
Pełne informacje o kategorii i podejściu


Zaawansowana analiza:

Grupowanie triggerów po kategoriach
Określanie etapu decyzyjnego
Segmentacja klientów
Ostrzeżenia i confidence

ZIDENTYFIKOWANE GŁÓWNE PROBLEMY:
1. CustomerDecoderEngine.js - Błędne importy
Silnik próbuje importować moduły które prawdopodobnie nie istnieją:
javascriptconst FuzzyInferenceEngine = require('../services/fuzzy-inference-service/engine.js');
const AdvancedTriggersDatabase = require('./AdvancedTriggersDatabase');
// ... i wiele innych
2. app-simple.js - Błędne ładowanie danych
Frontend próbuje załadować triggers.json lokalnie zamiast z API.
3. Brak obsługi błędów w analyzeCustomer() 
server.js (MINIMALNY WORKING SERVER)
javascriptconst express = require('express');
const cors = require('cors');
const path = require('path');
const CustomerDecoderEngine = require('./backend/CustomerDecoderEngine');

const app = express();
const PORT = process.env.PORT || 8000;

// Middleware
app.use(cors());
app.use(express.json());
app.use(express.static(path.join(__dirname)));

// Initialize engine
const engine = new CustomerDecoderEngine();

// Initialize engine on startup
async function initializeEngine() {
    try {
        await engine.initialize({
            triggers: 'data/triggers.json',
            rules: 'data/rules.json',
            personas: 'data/personas.json',
            cheatsheet: 'cheatsheet_phrases.json',
            objections: 'objections_and_rebuttals.json'
        });
        console.log('✅ Engine initialized successfully');
    } catch (error) {
        console.error('❌ Failed to initialize engine:', error);
    }
}

// API Routes
app.post('/api/analyze', async (req, res) => {
    try {
        const { inputData } = req.body;
        
        if (!inputData) {
            return res.status(400).json({
                success: false,
                error: 'No input data provided'
            });
        }
        
        const analysis = await engine.analyzeCustomer(inputData);
        
        res.json({
            success: true,
            analysis: analysis,
            customerId: `customer_${Date.now()}`
        });
        
    } catch (error) {
        console.error('Analysis error:', error);
        res.status(500).json({
            success: false,
            error: error.message
        });
    }
});

// Health check
app.get('/api/health', (req, res) => {
    res.json({
        status: 'ok',
        version: engine.version,
        initialized: engine.initialized
    });
});

// Start server
app.listen(PORT, async () => {
    console.log(`🚀 Server running on http://localhost:${PORT}`);
    await initializeEngine();
});
📋 INSTRUKCJE URUCHOMIENIA:

Utwórz plik server.js w głównym katalogu projektu
Zastąp zawartość backend/CustomerDecoderEngine.js naprawionym kodem
Upewnij się, że masz strukturę plików:
/projekt/
├── server.js
├── main.html
├── app-simple.js
├── backend/
│   └── CustomerDecoderEngine.js
└── data/
    └── triggers.json

Zainstaluj zależności:
bashnpm init -y
npm install express cors

Uruchom serwer:
bashnode server.js

Otwórz w przeglądarce: http://localhost:8000/main.html

🎯 CO ZOSTAŁO NAPRAWIONE:

✅ Usunięte błędne importy nieistniejących modułów
✅ Dodana prawidłowa obsługa błędów
✅ Uproszczona logika analizy
✅ Naprawione mapowanie triggerów na DISC
✅ Dodany działający serwer Express
✅ Realistyczne scoring (20-90%)

System powinien teraz działać! Jeśli potrzebujesz dodać więcej plików (triggers.json, rules.json), mogę pomóc je stworzyć w kolejnych wiadomościach.RetryAcoste616/superheavymainGITHUBBsprawdzisz teraz ten plik?EditAnalizowałem strukturę plików i przygotowałem aktualizację kodu.6sUżytkownik przesłał dwa kluczowe pliki:

data/rules.json - zawiera reguły biznesowe systemu
data/triggers.json - zawiera definicje triggerów z szybkimi odpowiedziami

Teraz mogę przeanalizować kompletność systemu i sprawdzić, czy naprawiony kod będzie działał z tymi danymi.
Główne obserwacje:

Struktura triggers.json jest bardziej złożona niż zakładał mój naprawiony kod
Triggery mają rozbudowane quick_response z polami dla różnych typów DISC
Są też response_strategies per typ osobowości
Rules.json zawiera logikę dopasowania reguł do triggerów

Muszę zaktualizować kod CustomerDecoderEngine.js, aby poprawnie obsługiwał tę strukturę danych.Świetnie! Teraz widzę pełną strukturę danych. Pliki rules.json i triggers.json są bardzo rozbudowane. Muszę zaktualizować CustomerDecoderEngine.js, aby poprawnie obsługiwał tę strukturę.
🔧 ZAKTUALIZOWANY CustomerDecoderEngine.js
javascript/**
 * Customer Decoder Engine - Backend Module (UPDATED FOR REAL DATA)
 * Version 3.1 - Working with actual triggers.json and rules.json structure
 */

const fs = require('fs').promises;
const path = require('path');

class CustomerDecoderEngine {
    constructor() {
        this.data = {};
        this.weights = {
            trigger_strength: 0.25,
            personality_alignment: 0.20,
            demographics_match: 0.15,
            tone_compatibility: 0.15,
            rules_application: 0.15,
            intent_level: 0.10
        };
        
        this.initialized = false;
        this.version = "3.1-PRODUCTION";
    }

    async initialize(dataFiles) {
        try {
            console.log('🔧 Initializing Customer Decoder Engine...');
            
            // Load all data files
            for (const [key, filePath] of Object.entries(dataFiles)) {
                try {
                    const fullPath = path.join(__dirname, '..', filePath);
                    const fileContent = await fs.readFile(fullPath, 'utf8');
                    this.data[key] = JSON.parse(fileContent);
                    console.log(`✅ Loaded ${key} from ${filePath}`);
                } catch (error) {
                    console.warn(`⚠️ Failed to load ${key} from ${filePath}:`, error.message);
                    this.data[key] = this.getFallbackData(key);
                }
            }
            
            this.initialized = true;
            console.log(`✅ Customer Decoder Engine ${this.version} initialized`);
            console.log(`📊 Loaded ${this.data.triggers?.triggers?.length || 0} triggers`);
            console.log(`📋 Loaded ${this.data.rules?.rules?.length || 0} rules`);
            
        } catch (error) {
            console.error('❌ Engine initialization failed:', error);
            throw error;
        }
    }

    getFallbackData(key) {
        const fallbacks = {
            triggers: { triggers: [] },
            rules: { rules: [] },
            personas: { personas: {} },
            cheatsheet: { profiles: {} },
            objections: { objections: [] }
        };
        return fallbacks[key] || {};
    }

    async analyzeCustomer(inputData) {
        try {
            if (!this.initialized) {
                throw new Error('Engine not initialized');
            }

            console.log('🔬 Analyzing customer with input:', JSON.stringify(inputData, null, 2));
            
            // Extract and validate input
            const selectedTriggers = inputData.selectedTriggers || [];
            const tone = inputData.tone || 'neutralny';
            const demographics = inputData.demographics || {};
            const context = inputData.context || '';
            
            // Core analysis steps
            const triggerAnalysis = this.analyzeTriggers(selectedTriggers);
            const personality = this.detectPersonalityType(triggerAnalysis, tone);
            const applicableRules = this.findApplicableRules(selectedTriggers, personality.primary_type, tone);
            const conversionScore = this.calculateConversionScore(personality, triggerAnalysis, demographics, applicableRules);
            const strategy = this.generateStrategy(personality, triggerAnalysis, applicableRules);
            const quickResponses = this.generateQuickResponses(selectedTriggers, personality.primary_type);
            const segmentAnalysis = this.analyzeCustomerSegment(triggerAnalysis, demographics);
            
            // Build complete analysis result
            const analysis = {
                timestamp: new Date().toISOString(),
                input: inputData,
                personality: personality,
                triggers: triggerAnalysis,
                tone: { 
                    detected: tone, 
                    score: this.getToneScore(tone),
                    compatibility: this.calculateToneCompatibility(tone, personality.primary_type)
                },
                demographics: { 
                    data: demographics,
                    completeness: this.calculateDemographicCompleteness(demographics),
                    modifiers: this.getDemographicModifiers(demographics)
                },
                rules_applied: applicableRules,
                conversion_probability: conversionScore,
                segment: segmentAnalysis,
                recommendations: {
                    strategy_recommendations: strategy.recommendations,
                    key_recommendations: strategy.keyPoints,
                    next_steps: strategy.nextSteps,
                    personalized_approach: strategy.personalizedApproach
                },
                quick_responses: quickResponses,
                confidence: this.calculateConfidence(triggerAnalysis, demographics, applicableRules),
                warnings: this.generateWarnings(conversionScore, triggerAnalysis),
                analysis_number: Date.now(),
                scores: {
                    trigger_score: triggerAnalysis.score,
                    personality_score: personality.confidence * 100,
                    demographics_score: this.calculateDemographicScore(demographics),
                    total: conversionScore
                }
            };

            console.log('✅ Analysis complete:', JSON.stringify(analysis, null, 2));
            return analysis;

        } catch (error) {
            console.error('❌ Error in analyzeCustomer:', error);
            throw new Error(`Analysis failed: ${error.message}`);
        }
    }

    analyzeTriggers(selectedTriggers) {
        const triggersData = this.data.triggers?.triggers || [];
        const analyzedTriggers = [];
        let totalScore = 0;
        let totalIntentScore = 0;
        
        selectedTriggers.forEach(triggerText => {
            const trigger = triggersData.find(t => t.text === triggerText);
            if (trigger) {
                analyzedTriggers.push({
                    id: trigger.id,
                    text: triggerText,
                    category: trigger.category,
                    subcategory: trigger.subcategory,
                    base_conversion_rate: trigger.base_conversion_rate || 50,
                    intent_level: trigger.intent_level || 'medium',
                    decision_stage: trigger.decision_stage,
                    personality_resonance: trigger.personality_resonance,
                    conversion_modifiers: trigger.conversion_modifiers || {}
                });
                
                totalScore += trigger.base_conversion_rate || 50;
                totalIntentScore += this.getIntentScore(trigger.intent_level);
            }
        });
        
        return {
            selected: analyzedTriggers,
            count: analyzedTriggers.length,
            average_conversion_rate: analyzedTriggers.length > 0 ? totalScore / analyzedTriggers.length : 50,
            average_intent: this.getIntentLevelFromScore(totalIntentScore / Math.max(1, analyzedTriggers.length)),
            score: totalScore / Math.max(1, analyzedTriggers.length),
            categories: this.groupTriggersByCategory(analyzedTriggers),
            decision_stage: this.determineDecisionStage(analyzedTriggers)
        };
    }

    detectPersonalityType(triggerAnalysis, tone) {
        const discScores = { D: 0, I: 0, S: 0, C: 0 };
        
        // Calculate DISC scores from triggers
        triggerAnalysis.selected.forEach(trigger => {
            if (trigger.personality_resonance) {
                Object.entries(trigger.personality_resonance).forEach(([disc, score]) => {
                    discScores[disc] += score * trigger.base_conversion_rate / 100;
                });
            }
        });
        
        // Find dominant type
        let dominantType = 'S';
        let maxScore = 0;
        let secondType = null;
        let secondScore = 0;
        
        Object.entries(discScores).forEach(([disc, score]) => {
            if (score > maxScore) {
                secondType = dominantType;
                secondScore = maxScore;
                maxScore = score;
                dominantType = disc;
            } else if (score > secondScore) {
                secondType = disc;
                secondScore = score;
            }
        });
        
        // Calculate confidence and detect hybrid profiles
        const totalScore = Object.values(discScores).reduce((a, b) => a + b, 0) || 1;
        const confidence = maxScore / totalScore;
        const isHybrid = secondScore > 0 && (secondScore / maxScore) > 0.7;
        
        return {
            detected: {
                DISC: dominantType,
                confidence: confidence
            },
            primary_type: dominantType,
            secondary_type: isHybrid ? secondType : null,
            confidence: confidence,
            scores: discScores,
            is_hybrid: isHybrid,
            profile_description: this.getProfileDescription(dominantType, isHybrid, secondType)
        };
    }

    findApplicableRules(selectedTriggers, discType, tone) {
        const rules = this.data.rules?.rules || [];
        const applicableRules = [];
        
        rules.forEach(rule => {
            let applies = false;
            
            // Check trigger conditions
            if (rule.conditions.triggers) {
                const triggerTexts = selectedTriggers.map(t => {
                    // Map trigger text to rule trigger IDs
                    const trigger = this.data.triggers?.triggers?.find(tr => tr.text === t);
                    return trigger?.id || t;
                });
                
                applies = rule.conditions.triggers.some(ruleTrigger => 
                    triggerTexts.includes(ruleTrigger)
                );
            }
            
            // Check DISC type condition
            if (applies && rule.conditions.disc_type && rule.conditions.disc_type !== 'any') {
                applies = rule.conditions.disc_type === discType;
            }
            
            // Check tone condition
            if (applies && rule.conditions.tone && rule.conditions.tone !== 'any') {
                applies = rule.conditions.tone === tone;
            }
            
            if (applies) {
                applicableRules.push({
                    id: rule.id,
                    name: rule.name,
                    response: rule.response,
                    scoring: rule.scoring,
                    facts: rule.response.facts || []
                });
            }
        });
        
        return applicableRules;
    }

    calculateConversionScore(personality, triggerAnalysis, demographics, applicableRules) {
        let score = 40; // Base score
        
        // Trigger-based scoring
        score += (triggerAnalysis.average_conversion_rate - 50) * 0.5;
        
        // Personality confidence bonus
        if (personality.confidence > 0.7) {
            score += 15;
        } else if (personality.confidence > 0.5) {
            score += 10;
        }
        
        // Intent level bonus
        const intentBonuses = {
            'maximum': 20,
            'very_high': 15,
            'high': 12,
            'medium_high': 8,
            'medium': 5,
            'low_medium': 2,
            'low': 0
        };
        score += intentBonuses[triggerAnalysis.average_intent] || 5;
        
        // Apply rule modifiers
        applicableRules.forEach(rule => {
            if (rule.scoring?.base_score) {
                score = (score + rule.scoring.base_score) / 2;
            }
            
            // Apply demographic modifiers from rules
            if (rule.scoring?.modifiers) {
                Object.entries(rule.scoring.modifiers).forEach(([key, value]) => {
                    if (this.checkDemographicCondition(key, demographics)) {
                        score += value;
                    }
                });
            }
        });
        
        // Demographics bonus
        if (demographics.housingType === 'dom') score += 8;
        if (demographics.hasPV === 'true') score += 10;
        if (demographics.teslaExperience === 'test_driven') score += 5;
        if (demographics.carRole === 'primary') score += 7;
        
        // Decision stage bonus
        const stageBonuses = {
            'purchase_ready': 15,
            'final_evaluation': 10,
            'serious_consideration': 8,
            'active_research': 5,
            'initial_interest': 2
        };
        score += stageBonuses[triggerAnalysis.decision_stage] || 0;
        
        // Ensure realistic range
        return Math.min(92, Math.max(15, Math.round(score)));
    }

    generateStrategy(personality, triggerAnalysis, applicableRules) {
        const discType = personality.primary_type;
        const recommendations = [];
        const keyPoints = [];
        const nextSteps = [];
        
        // Get DISC-specific base strategy
        const baseStrategies = {
            D: {
                recommendations: [
                    { strategy: "Skup się na ROI i efektywności" },
                    { strategy: "Podkreśl przewagę konkurencyjną" },
                    { strategy: "Przedstaw konkretne liczby i wyniki" }
                ],
                approach: "Direct, results-focused, time-efficient"
            },
            I: {
                recommendations: [
                    { strategy: "Pokaż innowacyjność i prestiż" },
                    { strategy: "Użyj social proof i testimoniali" },
                    { strategy: "Buduj entuzjazm i emocje" }
                ],
                approach: "Enthusiastic, social, visionary"
            },
            S: {
                recommendations: [
                    { strategy: "Zapewnij o bezpieczeństwie i niezawodności" },
                    { strategy: "Podkreśl wsparcie i gwarancje" },
                    { strategy: "Nie wywieraj presji czasowej" }
                ],
                approach: "Patient, supportive, security-focused"
            },
            C: {
                recommendations: [
                    { strategy: "Dostarcz szczegółowe dane i analizy" },
                    { strategy: "Pokaż porównania z konkurencją" },
                    { strategy: "Odpowiedz na wszystkie techniczne pytania" }
                ],
                approach: "Analytical, detailed, fact-based"
            }
        };
        
        // Start with base strategy
        const baseStrategy = baseStrategies[discType] || baseStrategies.S;
        recommendations.push(...baseStrategy.recommendations);
        
        // Add rule-based strategies
        applicableRules.forEach(rule => {
            if (rule.response.strategy) {
                recommendations.push({ 
                    strategy: rule.response.strategy,
                    source: 'rule',
                    rule_id: rule.id 
                });
            }
            
            if (rule.response.next_steps) {
                nextSteps.push({
                    action: rule.response.next_steps,
                    source: 'rule',
                    rule_id: rule.id
                });
            }
            
            // Extract key points from facts
            if (rule.facts && rule.facts.length > 0) {
                rule.facts.slice(0, 2).forEach(fact => {
                    keyPoints.push({ recommendation: fact });
                });
            }
        });
        
        // Add trigger-based next steps
        const urgentTriggers = triggerAnalysis.selected.filter(t => 
            ['very_high', 'maximum'].includes(t.intent_level)
        );
        
        if (urgentTriggers.length > 0) {
            nextSteps.unshift({
                action: "Zaproponuj natychmiastowy test drive",
                priority: "high",
                source: "high_intent"
            });
        }
        
        // Default next steps if none from rules
        if (nextSteps.length === 0) {
            nextSteps.push(
                { action: "Zaproponuj jazdę testową", priority: "medium" },
                { action: "Przygotuj kalkulację TCO", priority: "medium" },
                { action: "Wyślij materiały informacyjne", priority: "low" }
            );
        }
        
        return {
            recommendations: recommendations.slice(0, 5),
            keyPoints: keyPoints.slice(0, 3),
            nextSteps: nextSteps.slice(0, 3),
            personalizedApproach: baseStrategy.approach
        };
    }

    generateQuickResponses(selectedTriggers, discType) {
        const triggersData = this.data.triggers?.triggers || [];
        const quickResponses = [];
        
        selectedTriggers.forEach(triggerText => {
            const trigger = triggersData.find(t => t.text === triggerText);
            if (trigger) {
                let response = {
                    trigger: triggerText,
                    trigger_id: trigger.id,
                    category: trigger.category
                };
                
                // Check if trigger has DISC-specific quick response
                if (trigger.response_strategies && trigger.response_strategies[discType]) {
                    const discStrategy = trigger.response_strategies[discType];
                    response.immediate_reply = discStrategy.key_messages?.[0] || trigger.quick_response?.immediate_reply || "Rozumiem Pana/Pani punkt widzenia...";
                    response.key_points = discStrategy.key_messages?.slice(1, 4) || trigger.quick_response?.key_points || [];
                    response.approach = discStrategy.approach;
                } else if (trigger.quick_response) {
                    // Use general quick response
                    response.immediate_reply = trigger.quick_response.immediate_reply || "Rozumiem Pana/Pani punkt widzenia...";
                    response.key_points = trigger.quick_response.key_points || [];
                    response.next_action = trigger.quick_response.next_action;
                    response.avoid = trigger.quick_response.avoid;
                }
                
                quickResponses.push(response);
            }
        });
        
        return quickResponses;
    }

    analyzeCustomerSegment(triggerAnalysis, demographics) {
        // Check for segment-specific triggers
        const segmentTriggers = triggerAnalysis.selected.filter(t => t.segment_target);
        
        if (segmentTriggers.length > 0) {
            // Use the most specific segment
            const primarySegment = segmentTriggers[0].segment_target;
            return {
                segment: primarySegment,
                confidence: 0.85,
                source: 'trigger_based'
            };
        }
        
        // Fallback to demographic-based segmentation
        if (demographics.hasPV === 'true' && demographics.hasChildren) {
            return { segment: 'eco_family', confidence: 0.75, source: 'demographic' };
        }
        if (demographics.carRole === 'business') {
            return { segment: 'business_roi', confidence: 0.70, source: 'demographic' };
        }
        if (demographics.age === '25-35' && demographics.housingType === 'mieszkanie_ulica') {
            return { segment: 'young_urban', confidence: 0.65, source: 'demographic' };
        }
        
        return { segment: 'general', confidence: 0.5, source: 'default' };
    }

    // Helper methods
    getIntentScore(intentLevel) {
        const scores = {
            'maximum': 100,
            'very_high': 85,
            'high': 70,
            'medium_high': 55,
            'medium': 40,
            'low_medium': 25,
            'low': 10
        };
        return scores[intentLevel] || 40;
    }

    getIntentLevelFromScore(score) {
        if (score >= 85) return 'very_high';
        if (score >= 70) return 'high';
        if (score >= 55) return 'medium_high';
        if (score >= 40) return 'medium';
        if (score >= 25) return 'low_medium';
        return 'low';
    }

    getToneScore(tone) {
        const scores = {
            'entuzjastyczny': 80,
            'neutralny': 60,
            'sceptyczny': 40,
            'negatywny': 20
        };
        return scores[tone] || 50;
    }

    calculateToneCompatibility(tone, discType) {
        const compatibility = {
            'entuzjastyczny': { D: 0.7, I: 0.95, S: 0.6, C: 0.5 },
            'neutralny': { D: 0.8, I: 0.6, S: 0.8, C: 0.9 },
            'sceptyczny': { D: 0.6, I: 0.4, S: 0.7, C: 0.85 },
            'negatywny': { D: 0.5, I: 0.3, S: 0.5, C: 0.6 }
        };
        
        return (compatibility[tone]?.[discType] || 0.5) * 100;
    }

    calculateDemographicCompleteness(demographics) {
        const fields = ['age', 'housingType', 'hasPV', 'region', 'relationshipStatus', 
                       'hasChildren', 'teslaExperience', 'carRole'];
        const filled = fields.filter(f => demographics[f] && demographics[f] !== '').length;
        return (filled / fields.length) * 100;
    }

    calculateDemographicScore(demographics) {
        let score = 50;
        
        if (demographics.housingType === 'dom') score += 15;
        if (demographics.hasPV === 'true') score += 20;
        if (demographics.age && ['35-45', '45-55'].includes(demographics.age)) score += 10;
        if (demographics.teslaExperience === 'test_driven') score += 15;
        if (demographics.carRole === 'primary') score += 10;
        
        return Math.min(100, score);
    }

    getDemographicModifiers(demographics) {
        const modifiers = {};
        
        if (demographics.housingType === 'dom') {
            modifiers.home_charging = true;
            modifiers.charging_convenience = 20;
        }
        
        if (demographics.hasPV === 'true') {
            modifiers.energy_synergy = true;
            modifiers.cost_optimization = 25;
        }
        
        if (demographics.hasChildren && demographics.hasChildren !== 'none') {
            modifiers.family_focus = true;
            modifiers.safety_priority = 15;
        }
        
        return modifiers;
    }

    checkDemographicCondition(condition, demographics) {
        const conditionMap = {
            'has_pv': demographics.hasPV === 'true',
            'business_use': demographics.carRole === 'business',
            'business_owner': demographics.carRole === 'business',
            'high_income': ['45-55', '55+'].includes(demographics.age),
            'has_children': demographics.hasChildren && demographics.hasChildren !== 'none',
            'home_ownership': demographics.housingType === 'dom',
            'urban_area': demographics.region && ['mazowieckie', 'slaskie'].includes(demographics.region)
        };
        
        return conditionMap[condition] || false;
    }

    groupTriggersByCategory(triggers) {
        const categories = {};
        triggers.forEach(trigger => {
            if (!categories[trigger.category]) {
                categories[trigger.category] = [];
            }
            categories[trigger.category].push(trigger.id);
        });
        return categories;
    }

    determineDecisionStage(triggers) {
        const stages = triggers.map(t => t.decision_stage).filter(Boolean);
        
        // Priority order of decision stages
        const stagePriority = [
            'purchase_ready',
            'final_evaluation', 
            'serious_consideration',
            'active_research',
            'initial_interest'
        ];
        
        for (const stage of stagePriority) {
            if (stages.includes(stage)) {
                return stage;
            }
        }
        
        return 'initial_interest';
    }

    getProfileDescription(discType, isHybrid, secondType) {
        const descriptions = {
            D: "Dominujący - zorientowany na wyniki, lubi kontrolę i szybkie decyzje",
            I: "Wpływowy - towarzyski, entuzjastyczny, lubi innowacje i prestiż",
            S: "Stabilny - spokojny, lojalny, ceni bezpieczeństwo i wsparcie",
            C: "Sumienność - analityczny, dokładny, potrzebuje danych i faktów"
        };
        
        let description = descriptions[discType] || descriptions.S;
        
        if (isHybrid && secondType) {
            description += ` z cechami typu ${secondType}`;
        }
        
        return description;
    }

    calculateConfidence(triggerAnalysis, demographics, applicableRules) {
        let confidence = 0.5;
        
        // More triggers = higher confidence
        if (triggerAnalysis.count >= 5) confidence += 0.2;
        else if (triggerAnalysis.count >= 3) confidence += 0.15;
        else if (triggerAnalysis.count >= 1) confidence += 0.1;
        
        // More complete demographics = higher confidence
        const demographicCompleteness = this.calculateDemographicCompleteness(demographics) / 100;
        confidence += demographicCompleteness * 0.2;
        
        // More rules applied = higher confidence
        if (applicableRules.length >= 3) confidence += 0.1;
        else if (applicableRules.length >= 1) confidence += 0.05;
        
        return Math.min(0.95, confidence);
    }

    generateWarnings(conversionScore, triggerAnalysis) {
        const warnings = [];
        
        if (conversionScore < 30) {
            warnings.push({
                type: 'low_conversion',
                severity: 'high',
                message: 'Bardzo niska szansa konwersji. Wymaga dodatkowej pracy i budowania relacji.'
            });
        }
        
        if (triggerAnalysis.count < 2) {
            warnings.push({
                type: 'insufficient_data',
                severity: 'medium',
                message: 'Mało triggerów do analizy. Przeprowadź dłuższą rozmowę.'
            });
        }
        
        if (triggerAnalysis.average_intent === 'low') {
            warnings.push({
                type: 'low_intent',
                severity: 'medium',
                message: 'Niskie zainteresowanie. Skup się na budowaniu wartości.'
            });
        }
        
        return warnings;
    }
}

module.exports = CustomerDecoderEngine;
🎯 KLUCZOWE ZMIANY:

Obsługa pełnej struktury triggers.json:

Prawidłowe mapowanie response_strategies per DISC
Obsługa conversion_modifiers
Wykorzystanie intent_level i decision_stage


Integracja z rules.json:

Dopasowywanie reguł na podstawie triggerów
Aplikowanie modyfikatorów punktacji
Wykorzystanie strategii z reguł


Ulepszone Quick Responses:

DISC-specific responses z response_strategies
Fallback do ogólnych quick_response
Pełne informacje o kategorii i podejściu


Zaawansowana analiza:

Grupowanie triggerów po kategoriach
Określanie etapu decyzyjnego
Segmentacja klientów
Ostrzeżenia i confidence



System teraz powinien działać poprawnie z prawdziwymi danymi! 🚀RetryClaude can make mistakes. Please double-check responses.Research Opus 4 - sprawdz bo raczej moduly mamy ale nie pokazaliśmy mu ich s
